Id,Category
781,6
782,4
783,2
784,3
785,8
786,3
787,0
788,8
789,10
790,2
791,8
792,7
793,9
794,7
795,2
796,9
797,2
798,0
799,2
800,1
801,2
802,4
803,8
804,0
805,4
806,10
807,8
808,10
809,3
810,1
811,8
812,3
813,7
814,4
815,4
816,3
817,2
818,3
819,3
820,10
821,3
822,2
823,10
824,4
825,3
826,4
827,3
828,9
829,0
830,3
831,3
832,8
833,9
834,4
835,6
836,5
837,3
838,2
839,3
840,5
841,10
842,3
843,3
844,3
845,2
846,3
847,10
848,3
849,3
850,7
851,9
852,4
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,0
862,6
863,3
864,1
865,0
866,2
867,10
868,8
869,3
870,2
871,7
872,2
873,9
874,9
875,3
876,9
877,0
878,5
879,10
880,3
881,5
882,9
883,6
884,4
885,3
886,0
887,4
888,2
889,4
890,6
891,3
892,5
893,3
894,6
895,2
896,3
897,5
898,3
899,9
900,6
901,10
902,1
903,3
904,6
905,1
906,7
907,5
908,9
909,3
910,10
911,8
912,6
913,2
914,3
915,3
916,5
917,1
918,2
919,7
920,3
921,3
922,8
923,9
924,9
925,2
926,3
927,7
928,4
929,9
930,7
931,2
932,9
933,0
934,2
935,1
936,8
937,2
938,3
939,1
940,1
941,3
942,3
943,10
944,7
945,10
946,3
947,3
948,3
949,3
950,4
951,1
952,9
953,9
954,1
955,2
956,6
957,7
958,2
959,4
960,1
961,3
962,0
963,1
964,2
965,3
966,2
967,2
968,1
969,4
970,3
971,3
972,8
973,8
974,3
975,2
976,7
977,5
978,1
979,1
980,3
981,7
982,3
983,3
984,7
985,1
986,2
987,5
988,10
989,9
990,5
991,7
992,8
993,7
994,3
995,7
996,4
997,2
998,9
999,4
1000,9
1001,5
1002,10
1003,7
1004,1
1005,3
1006,3
1007,1
1008,1
1009,2
1010,5
1011,1
1012,6
1013,2
1014,3
1015,10
1016,4
1017,3
1018,10
1019,9
1020,8
1021,9
1022,5
1023,8
1024,9
1025,2
1026,10
1027,4
1028,10
1029,5
1030,3
1031,4
1032,6
1033,2
1034,1
1035,10
1036,8
1037,5
1038,10
1039,8
1040,9
1041,8
1042,9
1043,9
1044,2
1045,3
1046,1
1047,2
1048,4
1049,9
1050,3
1051,3
1052,9
1053,2
1054,8
1055,5
1056,6
1057,5
1058,3
1059,9
1060,10
1061,10
1062,1
1063,10
1064,9
1065,5
1066,1
1067,10
1068,9
1069,4
1070,9
1071,7
1072,2
1073,2
1074,10
1075,2
1076,2
1077,10
1078,10
1079,3
1080,9
1081,5
1082,7
1083,4
1084,4
1085,3
1086,1
1087,4
1088,1
1089,0
1090,1
1091,4
1092,1
1093,6
1094,8
1095,1
1096,10
1097,10
1098,3
1099,7
1100,7
1101,1
1102,5
1103,3
1104,6
1105,9
1106,9
1107,10
1108,3
1109,9
1110,5
1111,9
1112,5
1113,2
1114,3
1115,3
1116,10
1117,5
1118,2
1119,6
1120,6
1121,9
1122,7
1123,3
1124,1
1125,9
1126,6
1127,3
1128,1
1129,4
1130,1
1131,4
1132,2
1133,2
1134,4
1135,2
1136,6
1137,4
1138,0
1139,7
1140,6
1141,3
1142,9
1143,5
1144,2
1145,3
1146,9
1147,10
1148,3
1149,10
1150,3
1151,2
1152,1
1153,3
1154,2
1155,9
1156,5
1157,3
1158,3
1159,1
1160,10
1161,5
1162,3
1163,9
1164,3
1165,8
1166,3
1167,2
1168,0
1169,5
1170,4
1171,2
1172,7
1173,2
1174,0
1175,3
1176,10
1177,1
1178,3
1179,4
1180,1
1181,6
1182,1
1183,3
1184,1
1185,2
1186,6
1187,3
1188,5
1189,9
1190,7
1191,2
1192,5
1193,6
1194,10
1195,3
1196,4
1197,5
1198,0
1199,1
1200,2
1201,0
1202,3
1203,3
1204,2
1205,6
1206,7
1207,9
1208,9
1209,0
1210,9
1211,8
1212,2
1213,10
1214,4
1215,8
1216,8
1217,10
1218,6
1219,9
1220,10
1221,10
1222,4
1223,1
1224,4
1225,6
1226,10
1227,6
1228,1
1229,4
1230,4
1231,3
1232,10
1233,10
1234,5
1235,4
1236,4
1237,3
1238,4
1239,9
1240,2
1241,2
1242,2
1243,9
1244,0
1245,8
1246,4
1247,5
1248,3
1249,5
1250,10
1251,9
1252,10
1253,6
1254,5
1255,10
1256,4
1257,10
1258,8
1259,1
1260,0
1261,0
1262,3
1263,0
1264,4
1265,9
1266,5
1267,10
1268,10
1269,7
1270,4
1271,3
1272,6
1273,0
1274,1
1275,3
1276,3
1277,10
1278,3
1279,2
1280,2
1281,1
1282,9
1283,2
1284,3
1285,3
1286,3
1287,2
1288,10
1289,3
1290,8
1291,8
1292,5
1293,5
1294,3
1295,2
1296,2
1297,0
1298,9
1299,2
1300,9
1301,8
1302,5
1303,4
1304,8
1305,0
1306,0
1307,1
1308,1
1309,1
1310,10
1311,3
1312,3
1313,1
1314,2
1315,3
1316,3
1317,8
1318,5
1319,10
1320,3
1321,6
1322,3
1323,6
1324,3
1325,2
1326,6
1327,4
1328,4
1329,3
1330,10
1331,1
1332,1
1333,1
1334,5
1335,4
1336,1
1337,1
1338,4
1339,1
1340,10
1341,1
1342,4
1343,8
1344,3
1345,7
1346,3
1347,7
1348,8
1349,1
1350,3
1351,5
1352,1
1353,3
1354,4
1355,3
1356,5
1357,6
1358,2
1359,2
1360,6
1361,9
1362,5
1363,2
1364,10
1365,7
1366,2
1367,5
1368,3
1369,9
1370,8
1371,9
1372,6
1373,3
1374,9
1375,4
1376,10
1377,8
1378,4
1379,8
1380,4
1381,1
1382,3
1383,3
1384,2
1385,4
1386,4
1387,8
1388,4
1389,8
1390,10
1391,5
1392,6
1393,5
1394,8
1395,2
1396,10
1397,8
1398,8
1399,1
1400,1
1401,3
1402,9
1403,5
1404,9
1405,4
1406,10
1407,4
1408,8
1409,2
1410,3
1411,4
1412,3
1413,2
1414,1
1415,2
1416,10
1417,4
1418,3
1419,5
1420,10
1421,6
1422,3
1423,3
1424,10
1425,8
1426,3
1427,7
1428,5
1429,2
1430,0
1431,7
1432,8
1433,3
1434,8
1435,6
1436,5
1437,6
1438,5
1439,5
1440,8
1441,1
1442,1
1443,1
1444,10
1445,2
1446,2
1447,10
1448,3
1449,0
1450,3
1451,4
1452,5
1453,9
1454,3
1455,7
1456,9
1457,3
1458,1
1459,2
1460,2
1461,3
1462,2
1463,2
1464,4
1465,10
1466,8
1467,2
1468,1
1469,2
1470,2
1471,1
1472,2
1473,2
1474,7
1475,10
1476,9
1477,4
1478,8
1479,6
1480,9
1481,5
1482,9
1483,9
1484,1
1485,5
1486,4
1487,3
1488,7
1489,6
1490,1
1491,8
1492,5
1493,2
1494,10
1495,9
1496,9
1497,2
1498,4
1499,10
1500,4
1501,6
1502,8
1503,2
1504,3
1505,9
1506,5
1507,3
1508,8
1509,4
1510,4
1511,10
1512,3
1513,3
1514,5
1515,1
1516,10
1517,5
1518,8
1519,2
1520,5
1521,7
1522,6
1523,2
1524,4
1525,5
1526,6
1527,3
1528,1
1529,3
1530,10
1531,2
1532,3
1533,2
1534,8
1535,1
1536,3
1537,5
1538,3
1539,2
1540,9
1541,6
1542,4
1543,6
1544,6
1545,7
1546,9
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,3
1554,6
1555,1
1556,3
1557,0
1558,6
1559,9
1560,3
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,7
1568,2
1569,9
1570,3
1571,8
1572,10
1573,10
1574,10
1575,4
1576,9
1577,3
1578,3
1579,7
1580,9
1581,3
1582,6
1583,3
1584,8
1585,3
1586,4
1587,5
1588,5
1589,7
1590,2
1591,10
1592,9
1593,10
1594,8
1595,3
1596,10
1597,7
1598,3
1599,10
1600,2
1601,4
1602,4
1603,1
1604,10
1605,8
1606,3
1607,4
1608,3
1609,6
1610,3
1611,6
1612,9
1613,3
1614,3
1615,4
1616,3
1617,10
1618,1
1619,5
1620,8
1621,0
1622,1
1623,1
1624,10
1625,8
1626,6
1627,3
1628,3
1629,1
1630,0
1631,8
1632,5
1633,3
1634,3
1635,3
1636,3
1637,3
1638,5
1639,1
1640,5
1641,1
1642,8
1643,0
1644,3
1645,1
1646,1
1647,4
1648,1
1649,8
1650,7
1651,8
1652,8
1653,7
1654,9
1655,1
1656,1
1657,10
1658,5
1659,1
1660,0
1661,4
1662,1
1663,5
1664,4
1665,7
1666,10
1667,0
1668,3
1669,1
1670,0
1671,8
1672,7
1673,8
1674,9
1675,3
1676,3
1677,7
1678,5
1679,3
1680,1
1681,2
1682,4
1683,3
1684,5
1685,10
1686,2
1687,3
1688,0
1689,3
1690,8
1691,2
1692,0
1693,9
1694,5
1695,9
1696,8
1697,4
1698,9
1699,2
1700,3
1701,9
1702,8
1703,3
1704,2
1705,8
1706,7
1707,10
1708,3
1709,6
1710,3
1711,10
1712,10
1713,4
1714,4
1715,2
1716,10
1717,4
1718,9
1719,5
1720,3
1721,7
1722,4
1723,4
1724,3
1725,1
1726,3
1727,10
1728,3
1729,3
1730,1
1731,2
1732,1
1733,2
1734,0
1735,6
1736,3
1737,6
1738,3
1739,10
1740,8
1741,6
1742,9
1743,9
1744,1
1745,0
1746,2
1747,4
1748,9
1749,9
1750,2
1751,8
1752,10
1753,6
1754,3
1755,5
1756,3
1757,7
1758,3
1759,1
1760,2
1761,4
1762,3
1763,7
1764,3
1765,9
1766,2
1767,5
1768,4
1769,5
1770,5
1771,8
1772,10
1773,8
1774,3
1775,5
1776,10
1777,9
1778,3
1779,3
1780,3
1781,8
1782,6
1783,9
1784,9
1785,7
1786,2
1787,3
1788,4
1789,9
1790,8
1791,7
1792,2
1793,3
1794,5
1795,7
1796,5
1797,8
1798,5
1799,3
1800,9
1801,1
1802,3
1803,8
1804,6
1805,1
1806,9
1807,5
1808,9
1809,4
1810,7
1811,4
1812,4
1813,9
1814,10
1815,2
1816,7
1817,4
1818,2
1819,6
1820,9
1821,10
1822,2
1823,9
1824,7
1825,3
1826,1
1827,6
1828,3
1829,2
1830,8
1831,2
1832,2
1833,2
1834,6
1835,3
1836,3
1837,9
1838,3
1839,1
1840,4
1841,6
1842,4
1843,10
1844,1
1845,3
1846,0
1847,2
1848,3
1849,1
1850,2
1851,5
1852,4
1853,2
1854,7
1855,1
1856,6
1857,7
1858,1
1859,6
1860,8
1861,9
1862,1
1863,3
1864,8
1865,3
1866,1
1867,5
1868,1
1869,7
1870,1
1871,5
1872,0
1873,10
1874,5
1875,10
1876,8
1877,4
1878,0
1879,6
1880,8
1881,2
1882,5
1883,3
1884,4
1885,3
1886,9
1887,8
1888,3
1889,1
1890,4
1891,1
1892,9
1893,7
1894,3
1895,0
1896,3
1897,5
1898,0
1899,10
1900,3
1901,3
1902,3
1903,6
1904,10
1905,2
1906,3
1907,5
1908,1
1909,7
1910,10
1911,2
1912,3
1913,3
1914,3
1915,9
1916,6
1917,3
1918,8
1919,3
1920,8
1921,10
1922,10
1923,3
1924,3
1925,5
1926,2
1927,3
1928,8
1929,3
1930,5
1931,3
1932,0
1933,7
1934,5
1935,8
1936,10
1937,3
1938,3
1939,3
1940,6
1941,3
1942,2
1943,4
1944,6
1945,7
1946,1
1947,7
1948,10
1949,5
1950,1
1951,5
1952,6
1953,6
1954,10
1955,2
1956,0
1957,3
1958,4
1959,2
1960,9
1961,10
1962,3
1963,6
1964,10
1965,10
1966,5
1967,8
1968,7
1969,3
1970,7
1971,5
1972,5
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,1
1986,4
1987,3
1988,9
1989,10
1990,3
1991,3
1992,10
1993,7
1994,5
1995,10
1996,0
1997,6
1998,8
1999,7
2000,5
2001,2
2002,3
2003,5
2004,4
2005,2
2006,10
2007,2
2008,3
2009,2
2010,1
2011,3
2012,7
2013,6
2014,6
2015,2
2016,7
2017,3
2018,9
2019,8
2020,6
2021,6
2022,4
2023,9
2024,0
2025,2
2026,4
2027,3
2028,4
2029,6
2030,2
2031,8
2032,10
2033,3
2034,0
2035,3
2036,5
2037,6
2038,2
2039,0
2040,3
2041,2
2042,5
2043,6
2044,3
2045,3
2046,5
2047,10
2048,2
2049,9
2050,6
2051,3
2052,7
2053,2
2054,7
2055,4
2056,0
2057,10
2058,1
2059,9
2060,4
2061,4
2062,10
2063,3
2064,10
2065,3
2066,5
2067,4
2068,3
2069,3
2070,3
2071,1
2072,2
2073,9
2074,3
2075,3
2076,8
2077,6
2078,6
2079,4
2080,1
2081,8
2082,5
2083,3
2084,3
2085,5
2086,9
2087,2
2088,6
2089,3
2090,3
2091,3
2092,3
2093,3
2094,3
2095,8
2096,6
2097,5
2098,7
2099,10
2100,3
2101,5
2102,3
2103,5
2104,6
2105,2
2106,5
2107,3
2108,3
2109,8
2110,3
2111,1
2112,9
2113,9
2114,5
2115,8
2116,6
2117,5
2118,10
2119,10
2120,1
2121,0
2122,9
2123,10
2124,3
2125,7
2126,6
2127,3
2128,7
2129,10
2130,6
2131,1
2132,9
2133,10
2134,0
2135,5
2136,8
2137,6
2138,6
2139,1
2140,3
2141,0
2142,5
2143,7
2144,6
2145,4
2146,3
2147,7
2148,1
2149,8
2150,1
2151,9
2152,8
2153,3
2154,2
2155,3
2156,10
2157,3
2158,5
2159,5
2160,3
2161,0
2162,4
2163,3
2164,10
2165,6
2166,1
2167,10
2168,6
2169,0
2170,1
2171,7
2172,3
2173,5
2174,3
2175,4
2176,2
2177,6
2178,7
2179,9
2180,1
2181,8
2182,1
2183,5
2184,9
2185,7
2186,6
2187,3
2188,4
2189,2
2190,10
2191,4
2192,5
2193,1
2194,1
2195,2
2196,9
2197,8
2198,4
2199,2
2200,3
2201,2
2202,4
2203,8
2204,4
2205,9
2206,4
2207,2
2208,1
2209,5
2210,2
2211,10
2212,4
2213,4
2214,2
2215,1
2216,4
2217,2
2218,4
2219,2
2220,1
2221,3
2222,6
2223,1
2224,8
2225,3
2226,2
2227,3
2228,3
2229,5
2230,3
2231,4
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,3
2239,10
2240,10
2241,1
2242,6
2243,10
2244,9
2245,9
2246,9
2247,2
2248,2
2249,10
2250,2
2251,4
2252,3
2253,6
2254,2
2255,10
2256,1
2257,4
2258,3
2259,7
2260,3
2261,2
2262,3
2263,4
2264,10
2265,1
2266,10
2267,6
2268,10
2269,1
2270,10
2271,1
2272,10
2273,7
2274,8
2275,9
2276,3
2277,4
2278,10
2279,8
2280,0
2281,9
2282,7
2283,3
2284,3
2285,3
2286,1
2287,3
2288,2
2289,8
2290,2
2291,2
2292,10
2293,0
2294,0
2295,2
2296,7
2297,4
2298,5
2299,8
2300,3
2301,9
2302,2
2303,4
2304,9
2305,2
2306,9
2307,3
2308,10
2309,3
2310,5
2311,3
2312,5
2313,0
2314,9
2315,10
2316,2
2317,2
2318,9
2319,9
2320,2
2321,5
2322,2
2323,10
2324,9
2325,10
2326,2
2327,1
2328,1
2329,6
2330,8
2331,3
2332,0
2333,6
2334,4
2335,3
2336,4
2337,9
2338,3
2339,3
2340,10
2341,6
2342,2
2343,3
2344,4
2345,2
2346,10
2347,2
2348,4
2349,3
2350,8
2351,3
2352,6
2353,7
2354,4
2355,3
2356,4
2357,6
2358,2
2359,2
2360,8
2361,7
2362,10
2363,2
2364,3
2365,6
2366,4
2367,7
2368,8
2369,3
2370,2
2371,6
2372,5
2373,10
2374,5
2375,2
2376,7
2377,8
2378,3
2379,5
2380,3
2381,6
2382,7
2383,4
2384,3
2385,4
2386,5
2387,7
2388,3
2389,3
2390,4
2391,4
2392,3
2393,3
2394,2
2395,5
2396,6
2397,3
2398,10
2399,3
2400,5
2401,2
2402,7
2403,10
2404,3
2405,10
2406,2
2407,10
2408,6
2409,3
2410,5
2411,5
2412,8
2413,2
2414,8
2415,2
2416,3
2417,3
2418,3
2419,8
2420,4
2421,0
2422,9
2423,3
2424,9
2425,7
2426,10
2427,6
2428,7
2429,6
2430,5
2431,4
2432,8
2433,6
2434,2
2435,1
2436,4
2437,3
2438,4
2439,9
2440,8
2441,4
2442,10
2443,3
2444,4
2445,1
2446,5
2447,8
2448,2
2449,10
2450,6
2451,10
2452,6
2453,6
2454,4
2455,7
2456,0
2457,10
2458,8
2459,3
2460,10
2461,0
2462,5
2463,2
2464,9
2465,10
2466,2
2467,8
2468,3
2469,1
2470,9
2471,7
2472,4
2473,2
2474,8
2475,7
2476,3
2477,3
2478,10
2479,2
2480,3
2481,2
2482,1
2483,2
2484,10
2485,7
2486,10
2487,3
2488,3
2489,6
2490,4
2491,9
2492,5
2493,2
2494,1
2495,8
2496,9
2497,2
2498,7
2499,2
2500,2
2501,8
2502,5
2503,8
2504,5
2505,9
2506,3
2507,7
2508,3
2509,8
2510,2
2511,1
2512,3
2513,4
2514,3
2515,4
2516,4
2517,5
2518,7
2519,8
2520,2
2521,3
2522,8
2523,1
2524,9
2525,3
2526,9
2527,8
2528,5
2529,3
2530,3
2531,3
2532,4
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,2
2540,3
2541,2
2542,9
2543,5
2544,3
2545,1
2546,4
2547,3
2548,1
2549,10
2550,10
2551,2
2552,8
2553,5
2554,8
2555,8
2556,2
2557,10
2558,10
2559,4
2560,2
2561,3
2562,0
2563,8
2564,9
2565,8
2566,3
2567,2
2568,3
2569,2
2570,2
2571,10
2572,3
2573,8
2574,7
2575,3
2576,2
2577,2
2578,10
2579,5
2580,8
2581,3
2582,1
2583,9
2584,7
2585,0
2586,3
2587,0
2588,1
2589,1
2590,6
2591,0
2592,2
2593,5
2594,3
2595,10
2596,8
2597,2
2598,3
2599,3
2600,10
2601,7
2602,3
2603,3
2604,1
2605,9
2606,1
2607,6
2608,5
2609,10
2610,6
2611,4
2612,3
2613,2
2614,3
2615,5
2616,2
2617,6
2618,2
2619,7
2620,3
2621,6
2622,2
2623,5
2624,8
2625,9
2626,4
2627,1
2628,3
2629,1
2630,9
2631,9
2632,8
2633,3
2634,6
2635,7
2636,4
2637,7
2638,5
2639,4
2640,2
2641,2
2642,8
2643,3
2644,4
2645,7
2646,8
2647,2
2648,1
2649,3
2650,3
2651,2
2652,6
2653,3
2654,2
2655,10
2656,0
2657,8
2658,1
2659,9
2660,3
2661,6
2662,6
2663,1
2664,0
2665,2
2666,5
2667,10
2668,9
2669,6
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,7
2677,7
2678,4
2679,0
2680,4
2681,3
2682,10
2683,8
2684,4
2685,3
2686,7
2687,2
2688,5
2689,2
2690,6
2691,3
2692,3
2693,6
2694,1
2695,3
2696,5
2697,6
2698,4
2699,10
2700,6
2701,8
2702,2
2703,3
2704,10
2705,7
2706,3
2707,9
2708,3
2709,4
2710,5
2711,3
2712,3
2713,0
2714,10
2715,9
2716,5
2717,0
2718,3
2719,2
2720,9
2721,10
2722,5
2723,6
2724,4
2725,3
2726,7
2727,2
2728,8
2729,4
2730,3
2731,4
2732,9
2733,3
2734,9
2735,9
2736,0
2737,10
2738,9
2739,2
2740,3
2741,7
2742,9
2743,9
2744,7
2745,3
2746,8
2747,0
2748,10
2749,8
2750,10
2751,3
2752,5
2753,7
2754,5
2755,3
2756,5
2757,2
2758,9
2759,10
2760,9
2761,1
2762,4
2763,3
2764,10
2765,4
2766,6
2767,4
2768,10
2769,3
2770,7
2771,7
2772,4
2773,10
2774,3
2775,4
2776,5
2777,3
2778,1
2779,3
2780,10
2781,2
2782,9
2783,8
2784,4
2785,2
2786,0
2787,1
2788,6
2789,8
2790,8
2791,7
2792,2
2793,8
2794,3
2795,3
2796,4
2797,1
2798,10
2799,9
2800,6
2801,0
2802,6
2803,0
2804,3
2805,7
2806,10
2807,10
2808,5
2809,1
2810,9
2811,5
2812,8
2813,9
2814,2
2815,10
2816,9
2817,0
2818,2
2819,2
2820,2
2821,2
2822,1
2823,10
2824,2
2825,4
2826,3
2827,4
2828,1
2829,5
2830,2
2831,9
2832,3
2833,3
2834,6
2835,0
2836,1
2837,4
2838,2
2839,5
2840,10
2841,7
2842,4
2843,3
2844,3
2845,8
2846,4
2847,4
2848,5
2849,5
2850,1
2851,6
2852,2
2853,8
2854,7
2855,2
2856,10
2857,10
2858,8
2859,9
2860,7
2861,9
2862,3
2863,0
2864,3
2865,2
2866,8
2867,2
2868,6
2869,5
2870,4
2871,8
2872,3
2873,3
2874,2
2875,3
2876,8
2877,9
2878,3
2879,7
2880,6
2881,2
2882,6
2883,10
2884,4
2885,9
2886,2
2887,2
2888,10
2889,7
2890,2
2891,8
2892,8
2893,2
2894,8
2895,2
2896,9
2897,7
2898,9
2899,3
2900,9
2901,3
2902,8
2903,3
2904,5
2905,9
2906,3
2907,10
2908,0
2909,3
2910,3
2911,8
2912,4
2913,5
2914,9
2915,10
2916,2
2917,6
2918,3
2919,3
2920,3
2921,3
2922,5
2923,1
2924,3
2925,8
2926,1
2927,9
2928,4
2929,4
2930,6
2931,6
2932,10
2933,2
2934,9
2935,8
2936,3
2937,9
2938,4
2939,8
2940,1
2941,3
2942,2
2943,3
2944,8
2945,9
2946,9
2947,5
2948,2
2949,1
2950,7
2951,3
2952,3
2953,6
2954,2
2955,3
2956,2
2957,10
2958,3
2959,1
2960,4
2961,4
2962,9
2963,9
2964,3
2965,6
2966,3
2967,4
2968,9
2969,2
2970,10
2971,4
2972,9
2973,4
2974,4
2975,3
2976,10
2977,2
2978,10
2979,5
2980,2
2981,4
2982,2
2983,2
2984,6
2985,1
2986,2
2987,2
2988,7
2989,9
2990,3
2991,4
2992,5
2993,7
2994,9
2995,9
2996,3
